28	3	15	4	3	2	28	15	1	0	0

26	4	22	6	1	2	26	22	0	2	0

25	2	29	3	1	1	25	29	1	3	1

26	1	29	1	2	1	26	29	0	3	1

27	1	27	1	2	2	27	27	3	2	1

35	2	24	2	3	2	35	24	2	1	0

27	2	23	6	3	2	27	23	2	2	0

28	3	24	4	2	2	28	24	0	2	1

28	2	27	3	2	3	28	27	0	3	1

27	2	28	2	4	5	27	28	1	2	1

26	2	23	1	4	5	26	23	1	1	0

28	2	23	1	3	3	28	23	1	1	0

28	2	16	2	3	2	28	16	1	1	1

26	4	21	2	3	2	26	21	3	1	1

26	3	22	5	3	4	26	22	2	0	0

28	1	21	5	0	3	28	21	1	1	0

28	3	22	4	2	2	28	22	1	1	0

28	3	14	5	5	1	28	14	2	2	0

27	3	21	3	5	1	27	21	2	1	0

27	5	22	3	3	3	27	22	2	4	2

30	8	31	7	13	5	30	31	3	5	3

22	7	24	7	20	5	22	24	5	7	5

30	2	23	9	27	5	30	23	5	5	4

30	1	17	5	14	3	30	17	6	1	1

29	0	26	5	8	3	29	26	3	5	0

29	2	25	4	0	1	29	25	2	5	1

29	5	23	2	2	0	29	23	1	3	2

28	4	22	2	3	2	28	22	3	1	2

29	4	23	5	2	2	29	23	3	1	1

22	3	29	5	2	2	22	29	1	1	0

30	5	28	5	3	1	30	28	1	1	2

30	4	28	2	6	2	30	28	1	1	2

28	4	29	4	5	3	28	29	2	1	1

27	4	31	5	4	3	27	31	0	3	0

27	4	30	5	3	2	27	30	1	2	0

27	2	28	2	4	2	27	28	1	3	0

27	3	27	3	4	5	27	27	2	0	1

27	2	27	6	2	4	27	27	3	1	0

29	3	23	6	2	5	29	23	2	1	0

28	3	17	3	0	3	28	17	2	2	0

28	3	18	0	2	3	28	18	0	2	1

28	2	15	2	3	2	28	15	1	2	2

29	1	22	2	4	3	29	22	1	0	1

27	2	21	6	3	3	27	21	1	2	1

20	2	28	3	2	2	20	28	1	2	1

20	2	21	3	2	0	20	21	1	3	2

27	3	22	1	2	2	27	22	2	2	1

29	3	16	4	1	2	29	16	2	3	0

29	3	21	4	2	2	29	21	1	3	0

29	2	20	4	5	2	29	20	1	3	1

28	3	27	2	5	2	28	27	2	3	1

27	2	28	3	4	4	27	28	2	2	0

27	2	28	2	1	3	27	28	1	2	0

19	2	21	1	3	2	19	21	0	3	1

29	1	21	2	2	1	29	21	1	2	1

28	4	21	3	2	2	28	21	2	1	0

28	4	24	3	1	5	28	24	1	1	1

27	4	17	2	0	4	27	17	1	2	1

27	2	18	2	0	2	27	18	0	5	1

28	1	15	2	3	0	28	15	2	3	1

29	3	22	2	3	1	29	22	3	2	1

27	4	23	1	4	1	27	23	3	0	1

27	2	24	2	1	1	27	24	2	1	0

29	2	22	2	4	1	29	22	1	1	0

29	2	20	1	3	3	29	20	3	0	1

28	1	23	3	4	4	28	23	2	1	1

29	3	10	3	3	4	29	10	2	1	1

26	3	5	4	2	2	26	5	0	2	1

26	2	2	2	4	1	26	2	1	1	2

